Date,site_no,Mean Flow,Coeff Var,TQmean,R-B Index,Station
1954-06-01,3335000,544.3,90.63092804314883,0.3333333333333333,0.3107533215524576,Wildcat
1954-07-01,3335000,102.61290322580645,28.15907156437398,0.3870967741935484,0.09512912716574044,Wildcat
1954-08-01,3335000,178.09677419354838,99.06435022411762,0.22580645161290322,0.35113803230543317,Wildcat
1954-09-01,3335000,67.6,29.772923842456578,0.43333333333333335,0.08333333333333333,Wildcat
1954-10-01,3335000,287.5483870967742,98.29287024263553,0.3225806451612903,0.30076714801444043,Wildcat
1954-11-01,3335000,153.13333333333333,16.15654094434117,0.26666666666666666,0.04472915261856597,Wildcat
1954-12-01,3335000,343.83870967741933,153.34836242427596,0.12903225806451613,0.247246959685914,Wildcat
1955-01-01,3335000,1320.3225806451612,120.53913334720909,0.25806451612903225,0.3060045604256397,Wildcat
1955-02-01,3335000,474.17857142857144,55.48454475045437,0.39285714285714285,0.23108274377114735,Wildcat
1955-03-01,3335000,1635.6451612903227,82.74199264209862,0.25806451612903225,0.2064745800422739,Wildcat
1955-04-01,3335000,910.2666666666667,50.000065273000935,0.3,0.19878732059252438,Wildcat
1955-05-01,3335000,526.3870967741935,52.1224816626127,0.3870967741935484,0.31296686458532846,Wildcat
1955-06-01,3335000,667.5666666666667,79.79575107154588,0.26666666666666666,0.2548828625621572,Wildcat
1955-07-01,3335000,743.6774193548387,123.66349963158929,0.22580645161290322,0.3282863644319972,Wildcat
1955-08-01,3335000,126.7741935483871,31.209612109606216,0.3548387096774194,0.04945945945945946,Wildcat
1955-09-01,3335000,83.83333333333333,48.505209412741884,0.26666666666666666,0.1686451084731887,Wildcat
1955-10-01,3335000,449.64516129032256,128.20602239125242,0.22580645161290322,0.393899686976778,Wildcat
1955-11-01,3335000,1052.6333333333334,68.88996597785429,0.36666666666666664,0.32323907782448097,Wildcat
1955-12-01,3335000,410.5806451612903,54.76960861867297,0.3548387096774194,0.1274718091191371,Wildcat
1956-01-01,3335000,188.83870967741936,15.504283152889961,0.3225806451612903,0.03865933676183721,Wildcat
1956-02-01,3335000,1305.9655172413793,72.27976089653819,0.4827586206896552,0.2817969040906431,Wildcat
1956-03-01,3335000,873.0645161290323,33.276073774160515,0.3225806451612903,0.1030408677125702,Wildcat
1956-04-01,3335000,374.03333333333336,24.633835802567745,0.43333333333333335,0.06447995514437903,Wildcat
1956-05-01,3335000,1085.258064516129,122.5944964316525,0.25806451612903225,0.30785697057404726,Wildcat
1956-06-01,3335000,810.4,104.00425010145162,0.23333333333333334,0.2592432120161756,Wildcat
1956-07-01,3335000,455.258064516129,83.39766481431967,0.2903225806451613,0.4685710142826071,Wildcat
1956-08-01,3335000,158.51612903225808,69.84096229755012,0.22580645161290322,0.22478507024533445,Wildcat
1956-09-01,3335000,68.8,17.0677944730976,0.4666666666666667,0.03411405295315682,Wildcat
1956-10-01,3335000,70.45161290322581,22.668707504575373,0.3548387096774194,0.05592105263157895,Wildcat
1956-11-01,3335000,107.5,26.414798058659038,0.3333333333333333,0.09505582137161085,Wildcat
1956-12-01,3335000,191.67741935483872,35.850588585257555,0.45161290322580644,0.11468675111263266,Wildcat
1957-01-01,3335000,380.7096774193548,128.40635267110991,0.2903225806451613,0.3110195674562307,Wildcat
1957-02-01,3335000,763.75,126.72104291347921,0.21428571428571427,0.3216710182767624,Wildcat
1957-03-01,3335000,648.483870967742,104.37562034684764,0.22580645161290322,0.18647406434668418,Wildcat
1957-04-01,3335000,3568.3,57.49862303068765,0.4666666666666667,0.2317298234109326,Wildcat
1957-05-01,3335000,1496.8709677419354,63.22276909801096,0.3870967741935484,0.2958321318457068,Wildcat
1957-06-01,3335000,1417.4666666666667,106.76394199186852,0.26666666666666666,0.35145240149554213,Wildcat
1957-07-01,3335000,2495.0,76.27187111708689,0.3870967741935484,0.5036638983878847,Wildcat
1957-08-01,3335000,301.51612903225805,30.51605314554704,0.3225806451612903,0.10897289911181963,Wildcat
1957-09-01,3335000,428.2,121.59625992551028,0.23333333333333334,0.35162923125593165,Wildcat
1957-10-01,3335000,478.5483870967742,117.57372946415343,0.2903225806451613,0.246901745977405,Wildcat
1957-11-01,3335000,733.4666666666667,66.24158865558533,0.3333333333333333,0.20334106728538284,Wildcat
1957-12-01,3335000,2465.1612903225805,81.03691806884045,0.41935483870967744,0.3152518307192722,Wildcat
1958-01-01,3335000,609.9032258064516,37.97137205430843,0.3225806451612903,0.12202194802979474,Wildcat
1958-02-01,3335000,340.92857142857144,68.47506769258807,0.39285714285714285,0.18026315789473685,Wildcat
1958-03-01,3335000,467.0967741935484,46.41725312616152,0.3225806451612903,0.12822402358142962,Wildcat
1958-04-01,3335000,379.3333333333333,22.444474132882174,0.4,0.05285451197053407,Wildcat
1958-05-01,3335000,298.5483870967742,21.55932628356402,0.41935483870967744,0.10909697508896797,Wildcat
1958-06-01,3335000,5210.133333333333,120.12177119176029,0.3,0.3825591080925226,Wildcat
1958-07-01,3335000,1851.225806451613,97.3726814758216,0.2903225806451613,0.31987665697880485,Wildcat
1958-08-01,3335000,1511.225806451613,116.50866665780295,0.25806451612903225,0.40444756348962674,Wildcat
1958-09-01,3335000,240.3,20.78324549927774,0.4,0.06378032834519831,Wildcat
1958-10-01,3335000,151.96774193548387,6.0393167936544065,0.41935483870967744,0.026420079260237782,Wildcat
1958-11-01,3335000,832.7666666666667,110.93906782483583,0.3333333333333333,0.3467670504871568,Wildcat
1958-12-01,3335000,508.741935483871,36.17366580512575,0.4838709677419355,0.060561200457573516,Wildcat
1959-01-01,3335000,1405.6451612903227,109.7326661986245,0.2903225806451613,0.3036582542255152,Wildcat
1959-02-01,3335000,3168.9285714285716,120.29452301842534,0.25,0.36549402066643444,Wildcat
1959-03-01,3335000,1266.774193548387,28.558188533876063,0.3225806451612903,0.08615707906488049,Wildcat
1959-04-01,3335000,2144.0,99.3602356380708,0.3,0.27730294396961064,Wildcat
1959-05-01,3335000,1070.516129032258,85.51569060076177,0.2903225806451613,0.1969845378856783,Wildcat
1959-06-01,3335000,267.23333333333335,26.183400473730966,0.43333333333333335,0.11019392033542977,Wildcat
1959-07-01,3335000,196.96774193548387,60.173235924881375,0.2903225806451613,0.291354663036079,Wildcat
1959-08-01,3335000,192.16129032258064,93.3806038657832,0.16129032258064516,0.29365079365079366,Wildcat
1959-09-01,3335000,214.03333333333333,149.21321549233716,0.16666666666666666,0.5333227294417051,Wildcat
1959-10-01,3335000,262.7096774193548,76.36164721003168,0.1935483870967742,0.28036322360953464,Wildcat
1959-11-01,3335000,316.3333333333333,43.238576851949325,0.3,0.14004305705059203,Wildcat
1959-12-01,3335000,510.61290322580646,72.02059310982854,0.3225806451612903,0.20295888305366977,Wildcat
